               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 123,             0.02131,            0.030004,           0.0030897,              0.7394,             0.66553,             0.70388,             0.43367,             0.02551,            0.042498,            0.011055,            0.005974,            0.005974,            0.005974
                 124,            0.020784,            0.029443,           0.0030825,              0.7274,              0.6773,             0.70843,              0.4354,             0.02539,            0.041399,            0.010946,            0.005941,            0.005941,            0.005941
                 125,            0.020284,            0.029576,            0.003171,             0.72923,             0.70027,             0.71748,             0.44433,            0.025491,             0.04167,            0.010871,            0.005908,            0.005908,            0.005908
                 126,            0.021063,            0.029515,           0.0033128,             0.72513,             0.69622,             0.71885,             0.44312,            0.025447,            0.042095,            0.010305,            0.005875,            0.005875,            0.005875
                 127,             0.02125,            0.029998,           0.0032278,             0.69612,             0.70741,             0.70726,             0.43482,            0.025569,            0.042186,            0.010214,            0.005842,            0.005842,            0.005842
                 128,            0.020406,             0.02887,           0.0030667,             0.71181,             0.69369,             0.70975,             0.43782,            0.025344,            0.042156,           0.0098973,            0.005809,            0.005809,            0.005809
                 129,             0.02046,            0.029589,           0.0027227,             0.72962,              0.6767,             0.71269,              0.4381,            0.025325,            0.042598,            0.010657,            0.005776,            0.005776,            0.005776
                 130,            0.020101,            0.029261,           0.0029078,             0.72012,              0.6829,             0.70565,             0.43291,            0.025729,            0.043461,            0.010903,            0.005743,            0.005743,            0.005743
                 131,            0.020231,            0.028503,           0.0028323,             0.72005,             0.67875,             0.70238,             0.43031,            0.025804,            0.042935,            0.011087,             0.00571,             0.00571,             0.00571
                 132,            0.020424,            0.029168,           0.0030965,             0.73123,             0.69803,             0.71501,             0.43778,            0.025627,            0.042893,            0.010283,            0.005677,            0.005677,            0.005677
                 133,            0.019713,            0.028887,           0.0026621,             0.72989,              0.6928,             0.71478,             0.43913,            0.025509,             0.04277,            0.010517,            0.005644,            0.005644,            0.005644
                 134,            0.019407,            0.028774,           0.0025982,             0.74913,             0.67146,              0.7103,             0.44097,            0.025307,            0.043149,            0.010732,            0.005611,            0.005611,            0.005611
                 135,            0.020226,            0.028672,           0.0029472,              0.6951,             0.71589,             0.70993,             0.43867,            0.025548,            0.042876,            0.010532,            0.005578,            0.005578,            0.005578
                 136,            0.021218,            0.028823,           0.0033534,             0.68366,              0.6957,             0.69886,              0.4304,            0.025615,            0.042606,            0.010539,            0.005545,            0.005545,            0.005545
                 137,            0.020649,            0.029386,           0.0033154,             0.68616,             0.71233,             0.69781,             0.42923,            0.025637,            0.042437,            0.010997,            0.005512,            0.005512,            0.005512
                 138,            0.020702,            0.029042,           0.0027722,             0.72925,             0.66341,             0.69658,               0.434,            0.025282,            0.043213,            0.010884,            0.005479,            0.005479,            0.005479
                 139,            0.019342,            0.028587,           0.0030729,             0.72205,             0.67778,             0.70516,             0.43624,            0.025223,            0.042512,            0.011274,            0.005446,            0.005446,            0.005446
                 140,            0.019741,             0.02828,           0.0027729,             0.73443,             0.68154,             0.70796,             0.43998,            0.025442,            0.042905,            0.010948,            0.005413,            0.005413,            0.005413
                 141,            0.019388,            0.028031,           0.0026597,             0.71926,             0.68747,             0.71028,              0.4375,            0.025335,            0.043306,            0.010894,             0.00538,             0.00538,             0.00538
                 142,            0.019307,            0.028398,           0.0030185,             0.70822,             0.71093,             0.71817,             0.44446,            0.025258,            0.042606,            0.010401,            0.005347,            0.005347,            0.005347
                 143,            0.019111,            0.028226,           0.0028689,             0.72164,             0.69615,              0.7105,             0.44173,            0.025183,             0.04323,            0.010656,            0.005314,            0.005314,            0.005314
                 144,            0.018633,            0.028554,            0.003057,             0.72344,             0.67452,             0.70111,             0.43503,            0.025437,            0.044116,            0.010527,            0.005281,            0.005281,            0.005281
                 145,            0.019143,            0.027726,           0.0026787,             0.73194,             0.67832,             0.70701,             0.43642,            0.025388,            0.043711,            0.010299,            0.005248,            0.005248,            0.005248
                 146,            0.019195,            0.028338,            0.002777,             0.69965,             0.69624,             0.70483,             0.43594,            0.025471,            0.043562,            0.010435,            0.005215,            0.005215,            0.005215
                 147,            0.019324,             0.02785,           0.0026511,             0.72096,             0.69054,             0.69803,              0.4291,            0.025565,             0.04433,            0.011288,            0.005182,            0.005182,            0.005182
                 148,            0.020048,            0.028635,           0.0027083,             0.71904,             0.68251,             0.70772,             0.43686,             0.02533,            0.043636,            0.010752,            0.005149,            0.005149,            0.005149
                 149,            0.018884,             0.02799,           0.0024627,             0.73241,             0.65962,             0.69853,             0.43118,              0.0257,            0.045377,            0.010775,            0.005116,            0.005116,            0.005116
                 150,             0.01961,            0.027614,           0.0027061,             0.69005,             0.71216,             0.70867,             0.43716,            0.025513,            0.044169,            0.010319,            0.005083,            0.005083,            0.005083
                 151,            0.019272,            0.027264,           0.0029292,             0.69114,             0.67471,             0.67899,             0.41782,            0.025379,            0.044717,            0.011908,             0.00505,             0.00505,             0.00505
                 152,            0.019097,             0.02824,           0.0029821,             0.70768,             0.67924,             0.69436,             0.42595,             0.02544,            0.044916,            0.011412,            0.005017,            0.005017,            0.005017
                 153,            0.018923,            0.028225,           0.0027815,             0.69422,               0.704,             0.70657,             0.43698,            0.025083,            0.044255,            0.010227,            0.004984,            0.004984,            0.004984
                 154,            0.018751,            0.027094,           0.0026769,             0.70766,             0.68558,             0.70327,             0.43531,            0.025308,            0.044278,            0.010301,            0.004951,            0.004951,            0.004951
                 155,            0.019127,            0.027375,           0.0025397,             0.71684,             0.68805,             0.70378,             0.43393,             0.02558,            0.044624,            0.010336,            0.004918,            0.004918,            0.004918
                 156,            0.018916,             0.02756,           0.0026735,             0.70641,             0.68978,             0.70495,             0.43531,            0.025717,            0.044777,            0.010706,            0.004885,            0.004885,            0.004885
                 157,            0.018634,            0.027034,           0.0025191,             0.74229,             0.68016,             0.71467,             0.44147,            0.025234,            0.043114,            0.010828,            0.004852,            0.004852,            0.004852
                 158,            0.018527,            0.027095,           0.0025101,             0.68982,             0.70586,             0.70614,             0.43505,            0.025304,            0.044861,             0.01046,            0.004819,            0.004819,            0.004819
